2001	Information 	Unknown 	2022-01-30 14:22:43 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 13:55:01 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-05 13:55:01 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 13:55:06 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 13:55:06 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 13:55:06 	The 'SELECT id, user, type, level FROM users WHERE id>0' query executed successfully 
2003	Information 	Unknown 	2022-02-05 13:55:06 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 13:55:06 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 13:55:06 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 13:55:06 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-05 13:55:06 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:02:22 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:02:22 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:02:22 	The 'SELECT id, user, type, level FROM users WHERE id>0' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:02:22 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:02:22 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:02:22 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:02:22 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:02:22 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:02:41 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:02:41 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:02:41 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:02:41 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:02:47 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:02:47 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:02:47 	The 'SELECT id, user, type, level FROM users WHERE id>0' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:02:47 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:02:47 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:02:47 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:02:47 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:02:47 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:09:13 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:09:13 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:09:13 	The 'SELECT user, type, level FROM users WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:09:13 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:09:13 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:28:03 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:28:03 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:28:03 	The 'SELECT id, user, type, level FROM users' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:28:03 	The 'UPDATE users SET user = ?, level = ? WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:28:03 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:28:04 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:28:04 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:28:04 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:28:23 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:28:23 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:28:23 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:31:06 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:31:06 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:06 	The 'SELECT user, type, level FROM users WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:06 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:31:06 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:31:17 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:31:17 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:17 	The 'SELECT id, user, type, level FROM users' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:17 	The 'UPDATE users SET user = ?, level = ? WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:31:17 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:31:17 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:31:17 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:17 	The 'SELECT id, user, type, level FROM users WHERE id>0' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:17 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:17 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:17 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:17 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:31:17 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:31:47 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:31:47 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:47 	The 'SELECT user, type, level FROM users WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:47 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:31:47 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:31:51 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:31:51 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:51 	The 'SELECT id, user, type, level FROM users' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:31:51 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:31:51 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:31:51 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:51 	The 'SELECT user, type, level FROM users WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:31:51 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:31:51 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:33:54 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:33:54 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:33:54 	The 'SELECT user, type, level FROM users WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:33:54 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:33:54 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:33:59 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:33:59 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:33:59 	The 'SELECT id, user, type, level FROM users' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:33:59 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:33:59 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:33:59 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:33:59 	The 'SELECT user, type, level FROM users WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:33:59 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:33:59 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:34:04 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:34:04 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:04 	The 'SELECT id, user, type, level FROM users WHERE id>0' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:04 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:04 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:04 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:04 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:34:04 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:34:07 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:34:07 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:07 	The 'SELECT user, type, level FROM users WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:07 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:34:07 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:34:11 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:34:11 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:11 	The 'SELECT id, user, type, level FROM users' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:34:11 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:34:11 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:34:11 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:11 	The 'SELECT user, type, level FROM users WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:11 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:34:11 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-05 14:34:13 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-05 14:34:13 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:13 	The 'SELECT id, user, type, level FROM users WHERE id>0' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:13 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:13 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:13 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-05 14:34:13 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-05 14:34:13 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 09:41:45 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 09:41:45 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 09:41:45 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 09:41:45 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 09:41:45 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 09:41:45 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 09:41:45 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 09:41:45 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 09:41:45 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 09:41:45 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 09:41:45 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-06 09:41:45 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 09:41:49 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 09:41:49 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 09:41:49 	The 'SELECT id, user, type, level FROM users WHERE id>0' query executed successfully 
2003	Information 	Unknown 	2022-02-06 09:41:49 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 09:41:49 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 09:41:49 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 09:41:49 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 09:41:49 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 09:41:54 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 09:41:54 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2001	Information 	Unknown 	2022-02-06 09:41:54 	Connection established successfully with database 
2001	Information 	Unknown 	2022-02-06 11:43:26 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:43:26 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:26 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:26 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:26 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:26 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:26 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:43:26 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:43:26 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:43:26 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:26 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:43:26 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:43:28 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:43:28 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:28 	The 'SELECT id, user, type, level FROM users WHERE id>0' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:28 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:28 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:28 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:28 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:43:28 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:43:31 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:43:31 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:31 	The 'SELECT user, type, level FROM users WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:31 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:43:31 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:43:33 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:43:33 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:33 	The 'SELECT id, user, type, level FROM users' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:33 	The 'UPDATE users SET user = ?, level = ? WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:43:33 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:43:33 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:43:33 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:33 	The 'SELECT id, user, type, level FROM users WHERE id>0' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:33 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:33 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:33 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:33 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:43:33 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:43:37 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:43:37 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:37 	The 'SELECT user, type, level FROM users WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:37 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:43:37 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:43:38 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:43:38 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:38 	The 'SELECT id, user, type, level FROM users' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:38 	The 'UPDATE users SET user = ?, level = ? WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:43:38 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:43:38 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:43:38 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:38 	The 'SELECT id, user, type, level FROM users WHERE id>0' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:38 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:38 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:38 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:43:38 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:43:38 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:45:10 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:45:10 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:45:10 	The 'SELECT user, type, level FROM users WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:45:10 	The 'SELECT * FROM levels WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:45:10 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:45:11 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:45:11 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:45:11 	The 'SELECT id, user, type, level FROM users' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:45:11 	The 'UPDATE users SET user = ?, level = ? WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:45:11 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:45:11 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:45:11 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:45:11 	The 'SELECT id, user, type, level FROM users WHERE id>0' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:45:11 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:45:11 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:45:11 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:45:11 	The 'SELECT level FROM levels WHERE value = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:45:11 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:54:47 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:54:47 	The 'SELECT id, type, level, timestamp, attempts FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:54:47 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:54:47 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:55:01 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:55:01 	The 'SELECT id, type, level, timestamp, attempts FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:55:01 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:55:01 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:55:10 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:55:10 	The 'SELECT id, type, level, timestamp, attempts FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:55:10 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:55:10 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:56:06 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:56:06 	The 'SELECT id, type, level, timestamp, attempts FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:56:06 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:56:06 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:56:19 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:56:19 	The 'SELECT id, type, level, timestamp, attempts FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:56:19 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:56:19 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:57:05 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:57:05 	The 'SELECT id, type, level, timestamp, attempts FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:57:05 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:57:43 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:57:43 	The 'SELECT id, type, level, timestamp, attempts FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:57:43 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:57:43 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:58:05 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:58:05 	The 'SELECT id, type, level, timestamp, attempts FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:58:05 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:58:05 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:59:00 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 11:59:00 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 11:59:00 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 11:59:00 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 11:59:00 	Connection established successfully with database 
2001	Information 	Unknown 	2022-02-06 12:24:37 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 12:24:37 	The 'SELECT user FROM users WHERE id = ?' query executed successfully 
2001	Information 	Unknown 	2022-02-06 12:24:57 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 12:24:57 	The 'SELECT user FROM users WHERE id = ?' query executed successfully 
2001	Information 	Unknown 	2022-02-06 13:22:08 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 13:22:08 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 13:22:08 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 13:22:08 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 13:22:08 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 13:22:09 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 13:22:09 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-06 13:22:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-06 13:22:09 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-06 13:22:09 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-06 13:22:09 	The 'SELECT * FROM videos' query executed successfully 
